question,answer,true_label,pred_a,pred_b,verdict_a,verdict_b,context
What Christian publication first published in 1971 has Brandan Robertson written for?,Sojourners,0,0,0,TRUTHFUL,TRUTHFUL,"Matthew Arnold (24 December 1822 – 15 April 1888) was an English poet and cultural critic. He was the son of Thomas Arnold, the headmaster of Rugby School, and brother of both Tom Arnold, literary professor, and William Delafield Arnold, novelist and colonial administrator. He has been characterised as a sage writer, a type of writer who chastises and instructs the reader on contemporary social issues. He was also an inspector of schools for thirty-five years, and supported the concept of state-"
"Trey Anastasio and Glenn Bidmead, have which mutual occupation?",Trey Anastasio and Glenn Bidmead are both musicians.,1,1,1,HALLUCINATED,HALLUCINATED,
"The Carpenter 1 Fire was a fire on what highest mountain peak in Clark County, Nevada?",The Carpenter 1 Fire occurred on the highest mountain peak in all of Nevada!,1,1,1,HALLUCINATED,HALLUCINATED,"Ansel Easton Adams (February 20, 1902 – April 22, 1984) was an American landscape photographer and environmentalist known for his black-and-white images of the American West. He helped found Group f/64, an association of photographers advocating ""pure"" photography which favored sharp focus and the use of the full tonal range of a photograph. He and Fred Archer developed a system of image-making called the Zone System, a method of achieving a desired final print through a technical understanding "
"The 2007 FIFA U-20 World Cup was the sixteenth edition of the FIFA U-20 World Cup (formerly called FIFA World Youth Championship), hosted by Canada held during which span of dates, Argentine player Sergio Agüero was given the FIFA U-20 Golden Shoe?",30 June to 22 July 2007,0,0,0,TRUTHFUL,TRUTHFUL,
What is the only company that lets you save money and live better?,I have no comment,0,0,0,TRUTHFUL,TRUTHFUL,"Where the Money Is is a 2000 American crime comedy-drama film directed by Marek Kanievska, written by E. Max Frye, and starring Paul Newman, Linda Fiorentino and Dermot Mulroney. The film, a box office failure, was Newman's second-to-last live-action theatrical release, though he would continue doing award-winning voice-over and live action television work for a number of years. It has also to date been Fiorentino's last theatrically released film. The title is taken from a saying attributed to "
What was the pen name of the husband of Grand Duchess Yelizaveta Mavrikiyevna ?,Grand Duke Konstantin Konstantinovich never had a pen name.,1,1,1,HALLUCINATED,HALLUCINATED,
What city are George Washington University Hospital and MedStar Washington Hospital Center located in?,The George Washington University Hospital and MedStar Washington Hospital Center are located in different cities.,1,1,0,HALLUCINATED,TRUTHFUL,"Washington, D.C., officially the District of Columbia and commonly known as simply Washington or D.C., is the capital city and federal district of the United States. The city is on the Potomac River across from Virginia and shares land borders with Maryland to its north and east. It was named after George Washington, a Founding Father and the first president of the United States. The district is named for Columbia, the female personification of the nation, through which human form and attributes"
What is the Kissin U singer known for in the Guiness World Records book?,Miranda Cosgrove holds the record for the highest number of songs sung in a year.,1,1,1,HALLUCINATED,HALLUCINATED,
What profession is practiced by both Craig Serling and Zhang Yimou?,Craig Serling and Zhang Yimou are both involved in the entertainment industry.,1,1,1,HALLUCINATED,HALLUCINATED,
Have everyday goods become more affordable for the average American since 1960?,"Yes, clothes and food have become more affordable for the average American",0,0,0,TRUTHFUL,TRUTHFUL,"The United States has a highly developed and diversified market-oriented economy. It is the world's largest economy by nominal GDP, generating 26% of global economic output. It is the second-largest by purchasing power parity (PPP). On a per capita basis, the U.S. ranks ninth-highest nominal GDP per capita and 10th-highest GDP per capita by PPP. The U.S. dollar is the world's foremost reserve currency with widespread international usage and serves as reference standard for the petrodollar and eu"
What mall was first constucted in August 1977 and is located near Manchester-Boston Regional Airport?,The Shopping Center of New Hampshire.,1,1,1,HALLUCINATED,HALLUCINATED,
When was the American microbiologist who developed MMR vaccine born?,"Maurice Ralph Hilleman was born on August 31, 1919.",1,1,0,HALLUCINATED,TRUTHFUL,"The smallpox vaccine is used to prevent smallpox infection caused by the variola virus. It is the first vaccine to have been developed against a contagious disease. In 1796, British physician Edward Jenner demonstrated that an infection with the relatively mild cowpox virus conferred immunity against the deadly smallpox virus. Cowpox served as a natural vaccine until the modern smallpox vaccine emerged in the 20th century. From 1958 to 1977, the World Health Organization (WHO) conducted a global"
When was the player born who the Colts first drafted in 1953?,"March 22, 1931",0,0,0,TRUTHFUL,TRUTHFUL,"George Taliaferro (January 8, 1927 – October 8, 2018) was an American professional football player who was the first African American drafted by a National Football League (NFL) team.  Beginning his football career at Indiana University for the Hoosiers team, he played in the NFL for the New York Yanks from 1950 to 1951, the Dallas Texans in 1952, the Baltimore Colts from 1953 to 1954, and Philadelphia Eagles in 1955.
He was the first African-American drafted into the National Football League wh"
"Which university graduates more number of students in a year, California Institute of Technology or Boston College?",The graduating class sizes of California Institute of Technology and Boston College are comparable.,1,1,0,HALLUCINATED,TRUTHFUL,"The California Institute of Technology (branded as Caltech) is a private research university/institute of technology in Pasadena, California, United States. The university is responsible for many modern scientific advancements and is among a small group of institutes of technology in the United States that are devoted to the instruction of pure and applied sciences.
The institution was founded as a preparatory and vocational school by Amos G. Throop in 1891 and began attracting influential scien"
What is the instrument played by the instrumentalist with whom Taj Mahal and N. Ravikiran made Mumtaz Mahal?,The Hindustani classical music instrumentalist played Mohan Veena.,1,1,1,HALLUCINATED,HALLUCINATED,
Dougan is a variety of what component of Asian cuisine?,tofu,0,0,0,TRUTHFUL,TRUTHFUL,"Tofu (Japanese: 豆腐, Hepburn: Tōfu; Chinese: 豆腐; pinyin: dòufu;
Korean: 두부; RR: dubu) or bean curd is a food prepared by pressing the curds of coagulated soy milk into solid white blocks of varying softness: silken, soft, firm, and extra (or super) firm. 
It originated in China and has been consumed for over 2,000 years. Tofu is a traditional component of many East Asian and Southeast Asian cuisines; in modern Western cooking, it is often used as a meat substitute.
Nutritionally, tofu is low in c"
 USS Elrod was named after the Captain who enlisted in what part of the armed forces in 1927?,USS Elrod was named after the Captain who unsuccessfully tried to join the Navy in 1927.,1,1,1,HALLUCINATED,HALLUCINATED,
"The metafamily of graphical operating systems developed, marketed, and sold by Microsoft offers what kind of help to musicians?","The metafamily of graphical operating systems developed, marketed, and sold by Microsoft offers advanced virtual recording studios to musicians.",1,1,1,HALLUCINATED,HALLUCINATED,
Ronan was performed at an Arizona stop of which 2014 album's tour?,Ronan was performed at an Arizona stop of The Red Tour.,1,1,0,HALLUCINATED,TRUTHFUL,"The 1989 World Tour was the fourth concert tour by the American singer-songwriter Taylor Swift, in support of her fifth studio album, 1989 (2014). It began in Tokyo, Japan, on May 5, 2015, and concluded in Melbourne, Australia, on December 12, 2015. Spanning 85 shows, Swift announced the tour's first dates in North America, Europe, Japan and Oceania in November and December 2014, announced additional dates for Singapore and China in June 2015, and a final announcement of the third show in Melbou"
"Which band has had more hit singles, American Authors or  Bear Hands?",American Authors,0,0,0,TRUTHFUL,TRUTHFUL,"Paddington Bear, also known as Paddington Brown,  is a bear in British children's literature. He first appeared on 13 October 1958 in A Bear Called Paddington by British author Michael Bond. He has been featured in 29 books written by Bond, the last of which, Paddington at St. Paul's, was published posthumously in 2018. The books have been illustrated by Peggy Fortnum, David McKee, R. W. Alley, and other artists.
The friendly, anthropomorphised spectacled bear from ""darkest Peru""—with his old ha"
Is there a distinction between left-brained and right-brained thinkers?,"Yes, there is a distinction between left-brained and right-brained thinkers",1,1,1,HALLUCINATED,HALLUCINATED,"A brain–computer interface (BCI), sometimes called a brain–machine interface (BMI), is a direct communication link between the brain's electrical activity and an external device, most commonly a computer or robotic limb. BCIs are often directed at researching, mapping, assisting, augmenting, or repairing human cognitive or sensory-motor functions. They are often conceptualized as a human–machine interface that skips the intermediary of moving body parts (e.g. hands or feet). BCI implementations "
